-85.00 0.00 0.39041
-80.00 0.00 0.30400
-75.00 0.00 0.19290
-70.00 0.00 0.11110
-65.00 0.00 0.88273E-01
-60.00 0.00 0.94998E-01
-55.00 0.00 0.61002E-01
-50.00 0.00 -0.69368E-01
-45.00 0.00 -0.28985
-40.00 0.00 -0.53452
-35.00 0.00 -0.72771
-30.00 0.00 -0.83826
-25.00 0.00 -0.89201
-20.00 0.00 -0.93534
-15.00 0.00 -0.98578
-10.00 0.00 -1.0156
-5.00 0.00 -0.98180
0.00 0.00 -0.87242
5.00 0.00 -0.72650
10.00 0.00 -0.60817
15.00 0.00 -0.55830
20.00 0.00 -0.56465
25.00 0.00 -0.57402
30.00 0.00 -0.53321
35.00 0.00 -0.42455
40.00 0.00 -0.27128
45.00 0.00 -0.11530
50.00 0.00 0.10063E-01
55.00 0.00 0.93172E-01
60.00 0.00 0.14099
65.00 0.00 0.16993
70.00 0.00 0.19891
75.00 0.00 0.24479
80.00 0.00 0.31206
85.00 0.00 0.38900
-45.00 5.00 -0.39184
-40.00 5.00 -0.67443
-35.00 5.00 -0.90063
-30.00 5.00 -1.0185
-25.00 5.00 -1.0439
-20.00 5.00 -1.0340
-15.00 5.00 -1.0316
-10.00 5.00 -1.0288
-5.00 5.00 -0.98101
0.00 5.00 -0.85587
5.00 5.00 -0.67240
10.00 5.00 -0.49500
15.00 5.00 -0.38723
20.00 5.00 -0.36448
25.00 5.00 -0.38391
30.00 5.00 -0.37790
35.00 5.00 -0.30263
40.00 5.00 -0.16438
45.00 5.00 -0.81585E-02
-65.00 10.00 0.49177E-01
-60.00 10.00 0.33371E-01
-55.00 10.00 -0.19305E-01
-50.00 10.00 -0.17737
-45.00 10.00 -0.44648
-40.00 10.00 -0.75333
-35.00 10.00 -0.99111
-30.00 10.00 -1.0931
-25.00 10.00 -1.0758
-20.00 10.00 -1.0168
-15.00 10.00 -0.98668
-10.00 10.00 -0.99291
-5.00 10.00 -0.98111
0.00 10.00 -0.89090
5.00 10.00 -0.71578
10.00 10.00 -0.51522
15.00 10.00 -0.36927
20.00 10.00 -0.31528
25.00 10.00 -0.32012
30.00 10.00 -0.30920
35.00 10.00 -0.22583
40.00 10.00 -0.72007E-01
45.00 10.00 0.98889E-01
50.00 10.00 0.22564
55.00 10.00 0.28083
60.00 10.00 0.28058
65.00 10.00 0.26287
-70.00 15.00 0.11182
-45.00 15.00 -0.44271
-40.00 15.00 -0.75571
-35.00 15.00 -0.98301
-30.00 15.00 -1.0516
-25.00 15.00 -0.98810
-20.00 15.00 -0.89406
-15.00 15.00 -0.86388
-10.00 15.00 -0.91167
-5.00 15.00 -0.96718
0.00 15.00 -0.94169
5.00 15.00 -0.80584
10.00 15.00 -0.61350
15.00 15.00 -0.45402
20.00 15.00 -0.37698
25.00 15.00 -0.35460
30.00 15.00 -0.31121
35.00 15.00 -0.19063
40.00 15.00 -0.25670E-02
45.00 15.00 0.18806
70.00 15.00 0.28951
-75.00 20.00 0.23688
-65.00 20.00 0.93937E-01
-60.00 20.00 0.90856E-01
-55.00 20.00 0.47909E-01
-50.00 20.00 -0.11102
-45.00 20.00 -0.38794
-40.00 20.00 -0.69111
-35.00 20.00 -0.89208
-30.00 20.00 -0.91972
-25.00 20.00 -0.81547
-20.00 20.00 -0.70173
-15.00 20.00 -0.68643
-10.00 20.00 -0.78121
-5.00 20.00 -0.89943
0.00 20.00 -0.93286
5.00 20.00 -0.84008
10.00 20.00 -0.67283
15.00 20.00 -0.52266
20.00 20.00 -0.43972
25.00 20.00 -0.39511
30.00 20.00 -0.31598
35.00 20.00 -0.15685
40.00 20.00 0.57722E-01
45.00 20.00 0.25340
50.00 20.00 0.36612
55.00 20.00 0.38691
60.00 20.00 0.35694
65.00 20.00 0.32597
75.00 20.00 0.32536
-45.00 25.00 -0.30570
-40.00 25.00 -0.58905
-35.00 25.00 -0.75635
-30.00 25.00 -0.74391
-25.00 25.00 -0.60771
-20.00 25.00 -0.48228
-15.00 25.00 -0.47747
-10.00 25.00 -0.59697
-5.00 25.00 -0.74418
0.00 25.00 -0.80651
5.00 25.00 -0.74397
10.00 25.00 -0.60869
15.00 25.00 -0.48582
20.00 25.00 -0.41459
25.00 25.00 -0.36057
30.00 25.00 -0.25880
35.00 25.00 -0.82441E-01
40.00 25.00 0.12755
45.00 25.00 0.29573
-80.00 30.00 0.38913
-70.00 30.00 0.20521
-65.00 30.00 0.18696
-60.00 30.00 0.20631
-55.00 30.00 0.17832
-50.00 30.00 0.29822E-01
-45.00 30.00 -0.22724
-40.00 30.00 -0.48644
-35.00 30.00 -0.61848
-30.00 30.00 -0.56997
-25.00 30.00 -0.40759
-20.00 30.00 -0.26829
-15.00 30.00 -0.25526
-10.00 30.00 -0.36488
-5.00 30.00 -0.50225
0.00 30.00 -0.56600
5.00 30.00 -0.52622
10.00 30.00 -0.43151
15.00 30.00 -0.34857
20.00 30.00 -0.29652
25.00 30.00 -0.23683
30.00 30.00 -0.12248
35.00 30.00 0.46121E-01
40.00 30.00 0.21354
45.00 30.00 0.31606
50.00 30.00 0.33601
55.00 30.00 0.31234
60.00 30.00 0.30038
65.00 30.00 0.32243
70.00 30.00 0.35695
80.00 30.00 0.36749
-45.00 35.00 -0.18099
-40.00 35.00 -0.41383
-35.00 35.00 -0.50948
-30.00 35.00 -0.42641
-25.00 35.00 -0.23782
-20.00 35.00 -0.75841E-01
-15.00 35.00 -0.33571E-01
-10.00 35.00 -0.10577
-5.00 35.00 -0.21191
0.00 35.00 -0.27249
5.00 35.00 -0.26751
10.00 35.00 -0.23043
15.00 35.00 -0.19507
20.00 35.00 -0.15482
25.00 35.00 -0.74966E-01
30.00 35.00 0.58469E-01
35.00 35.00 0.20754
40.00 35.00 0.30520
45.00 35.00 0.31307
-75.00 40.00 0.34263
-65.00 40.00 0.25734
