-85.00 0.00 0.77306E-01
-80.00 0.00 -0.22807E-02
-75.00 0.00 -0.14182
-70.00 0.00 -0.27276
-65.00 0.00 -0.32353
-60.00 0.00 -0.27417
-55.00 0.00 -0.16684
-50.00 0.00 -0.62807E-01
-45.00 0.00 0.83934E-02
-40.00 0.00 0.59871E-01
-35.00 0.00 0.11213
-30.00 0.00 0.15336
-25.00 0.00 0.14112
-20.00 0.00 0.47678E-01
-15.00 0.00 -0.96560E-01
-10.00 0.00 -0.21021
-5.00 0.00 -0.22042
0.00 0.00 -0.12412
5.00 0.00 0.60664E-02
10.00 0.00 0.79775E-01
15.00 0.00 0.61509E-01
20.00 0.00 -0.54921E-02
25.00 0.00 -0.43142E-01
30.00 0.00 -0.86339E-02
35.00 0.00 0.72067E-01
40.00 0.00 0.13387
45.00 0.00 0.13351
50.00 0.00 0.84338E-01
55.00 0.00 0.36080E-01
60.00 0.00 0.23951E-01
65.00 0.00 0.38073E-01
70.00 0.00 0.40867E-01
75.00 0.00 0.11615E-01
80.00 0.00 -0.26418E-01
85.00 0.00 -0.26251E-01
-45.00 5.00 0.27191E-01
-40.00 5.00 0.59262E-01
-35.00 5.00 0.89146E-01
-30.00 5.00 0.12120
-25.00 5.00 0.12080
-20.00 5.00 0.53703E-01
-15.00 5.00 -0.65304E-01
-10.00 5.00 -0.16777
-5.00 5.00 -0.18257
0.00 5.00 -0.98230E-01
5.00 5.00 0.22670E-01
10.00 5.00 0.94288E-01
15.00 5.00 0.79733E-01
20.00 5.00 0.19983E-01
25.00 5.00 -0.64350E-02
30.00 5.00 0.44253E-01
35.00 5.00 0.14237
40.00 5.00 0.21314
45.00 5.00 0.20368
-65.00 10.00 -0.33372
-60.00 10.00 -0.27133
-55.00 10.00 -0.14181
-50.00 10.00 -0.27009E-01
-45.00 10.00 0.24924E-01
-40.00 10.00 0.27998E-01
-35.00 10.00 0.27250E-01
-30.00 10.00 0.43717E-01
-25.00 10.00 0.52142E-01
-20.00 10.00 0.12841E-01
-15.00 10.00 -0.76696E-01
-10.00 10.00 -0.16574
-5.00 10.00 -0.19007
0.00 10.00 -0.13123
5.00 10.00 -0.36861E-01
10.00 10.00 0.20709E-01
15.00 10.00 0.10940E-01
20.00 10.00 -0.26075E-01
25.00 10.00 -0.17305E-01
30.00 10.00 0.72545E-01
35.00 10.00 0.20286
40.00 10.00 0.28771
45.00 10.00 0.26817
50.00 10.00 0.16149
55.00 10.00 0.43841E-01
60.00 10.00 -0.15360E-01
65.00 10.00 -0.71092E-02
-70.00 15.00 -0.26612
-45.00 15.00 -0.79806E-02
-40.00 15.00 -0.43565E-01
-35.00 15.00 -0.84160E-01
-30.00 15.00 -0.92963E-01
-25.00 15.00 -0.84388E-01
-20.00 15.00 -0.10071
-15.00 15.00 -0.16047
-10.00 15.00 -0.23277
-5.00 15.00 -0.26429
0.00 15.00 -0.23146
5.00 15.00 -0.16441
10.00 15.00 -0.11634
15.00 15.00 -0.10776
20.00 15.00 -0.10176
25.00 15.00 -0.38571E-01
30.00 15.00 0.10049
35.00 15.00 0.26111
40.00 15.00 0.35057
45.00 15.00 0.31208
70.00 15.00 0.99894E-02
-75.00 20.00 -0.10482
-65.00 20.00 -0.29753
-60.00 20.00 -0.24485
-55.00 20.00 -0.13573
-50.00 20.00 -0.58455E-01
-45.00 20.00 -0.67540E-01
-40.00 20.00 -0.14599
-35.00 20.00 -0.22989
-30.00 20.00 -0.26865
-25.00 20.00 -0.26460
-20.00 20.00 -0.25900
-15.00 20.00 -0.28405
-10.00 20.00 -0.33024
-5.00 20.00 -0.35948
0.00 20.00 -0.34634
5.00 20.00 -0.30230
10.00 20.00 -0.25730
15.00 20.00 -0.21929
20.00 20.00 -0.15749
25.00 20.00 -0.32906E-01
30.00 20.00 0.15014
35.00 20.00 0.32401
40.00 20.00 0.39722
45.00 20.00 0.32551
50.00 20.00 0.15300
55.00 20.00 -0.15797E-01
60.00 20.00 -0.92756E-01
65.00 20.00 -0.67440E-01
75.00 20.00 0.31480E-01
-45.00 25.00 -0.13828
-40.00 25.00 -0.25410
-35.00 25.00 -0.37367
-30.00 25.00 -0.43561
-25.00 25.00 -0.42991
-20.00 25.00 -0.39411
-15.00 25.00 -0.37239
-10.00 25.00 -0.37897
-5.00 25.00 -0.39619
0.00 25.00 -0.40052
5.00 25.00 -0.38368
10.00 25.00 -0.34724
15.00 25.00 -0.28238
20.00 25.00 -0.16556
25.00 25.00 0.15591E-01
30.00 25.00 0.22839
35.00 25.00 0.39283
40.00 25.00 0.42656
45.00 25.00 0.30761
-80.00 30.00 0.62181E-01
-70.00 30.00 -0.16917
-65.00 30.00 -0.22818
-60.00 30.00 -0.20624
-55.00 30.00 -0.14857
-50.00 30.00 -0.13139
-45.00 30.00 -0.20165
-40.00 30.00 -0.34044
-35.00 30.00 -0.47824
-30.00 30.00 -0.54694
-25.00 30.00 -0.52559
-20.00 30.00 -0.44684
-15.00 30.00 -0.36607
-10.00 30.00 -0.32322
-5.00 30.00 -0.32543
0.00 30.00 -0.35410
5.00 30.00 -0.37967
10.00 30.00 -0.36968
15.00 30.00 -0.29292
20.00 30.00 -0.13181
25.00 30.00 0.95896E-01
30.00 30.00 0.32497
35.00 30.00 0.46285
40.00 30.00 0.44140
45.00 30.00 0.26744
50.00 30.00 0.29916E-01
55.00 30.00 -0.15070
60.00 30.00 -0.19846
65.00 30.00 -0.12724
70.00 30.00 -0.20220E-01
80.00 30.00 0.34774E-01
-45.00 35.00 -0.24517
-40.00 35.00 -0.38928
-35.00 35.00 -0.52528
-30.00 35.00 -0.58338
-25.00 35.00 -0.53486
-20.00 35.00 -0.40749
-15.00 35.00 -0.26605
-10.00 35.00 -0.17515
-5.00 35.00 -0.16749
0.00 35.00 -0.23073
5.00 35.00 -0.31387
10.00 35.00 -0.34783
15.00 35.00 -0.27539
20.00 35.00 -0.82671E-01
25.00 35.00 0.18231
30.00 35.00 0.42045
35.00 35.00 0.52628
40.00 35.00 0.44724
45.00 35.00 0.22060
-75.00 40.00 0.17245E-01
-65.00 40.00 -0.13731
-60.00 40.00 -0.15045
-55.00 40.00 -0.14641
-50.00 40.00 -0.17544
-45.00 40.00 -0.26667
-40.00 40.00 -0.40154
-35.00 40.00 -0.52046
-30.00 40.00 -0.55759
-25.00 40.00 -0.48103
-20.00 40.00 -0.31423
-15.00 40.00 -0.12720
-10.00 40.00 -0.26530E-02
-5.00 40.00 0.61712E-02
0.00 40.00 -0.94210E-01
5.00 40.00 -0.23498
10.00 40.00 -0.31524
15.00 40.00 -0.25423
20.00 40.00 -0.40197E-01
25.00 40.00 0.25295
30.00 40.00 0.49671
35.00 40.00 0.57479
40.00 40.00 0.44890
45.00 40.00 0.18271
50.00 40.00 -0.93359E-01
55.00 40.00 -0.25670
60.00 40.00 -0.25976
65.00 40.00 -0.14763
75.00 40.00 0.53102E-01
-70.00 45.00 -0.28811E-01
-45.00 45.00 -0.27162
-40.00 45.00 -0.38859
-35.00 45.00 -0.48180
-30.00 45.00 -0.49495
-25.00 45.00 -0.39894
-20.00 45.00 -0.21434
-15.00 45.00 -0.10158E-01
-10.00 45.00 0.12480
-5.00 45.00 0.12760
0.00 45.00 0.13866E-02
5.00 45.00 -0.17553
10.00 45.00 -0.28433
15.00 45.00 -0.23105
20.00 45.00 -0.62744E-02
25.00 45.00 0.29984
30.00 45.00 0.54179
35.00 45.00 0.59935
40.00 45.00 0.44599
45.00 45.00 0.16253
70.00 45.00 -0.48413E-02
-65.00 50.00 -0.41303E-01
-60.00 50.00 -0.82060E-01
-55.00 50.00 -0.12080
-50.00 50.00 -0.17990
-45.00 50.00 -0.26650
-40.00 50.00 -0.36100
-35.00 50.00 -0.42286
-30.00 50.00 -0.41025
-25.00 50.00 -0.30409
-20.00 50.00 -0.12559
-15.00 50.00 0.63241E-01
-10.00 50.00 0.18234
-5.00 50.00 0.17428
0.00 50.00 0.43404E-01
5.00 50.00 -0.13346
10.00 50.00 -0.24016
15.00 50.00 -0.18638
20.00 50.00 0.33141E-01
25.00 50.00 0.32576
30.00 50.00 0.54847
35.00 50.00 0.58912
40.00 50.00 0.43072
45.00 50.00 0.15809
50.00 50.00 -0.95575E-01
55.00 50.00 -0.22577
60.00 50.00 -0.20871
65.00 50.00 -0.99799E-01
-85.00 55.00 0.13360
-45.00 55.00 -0.25344
-40.00 55.00 -0.32163
-35.00 55.00 -0.34544
-30.00 55.00 -0.30118
